,block,RT,image,position,response,order,environment,condition,location,binary,label,group
19711,10,443,microwave03,23,1,5,microwave,a,indoor,1,microwave,big
19712,11,299,lamp22,4,1,5,lamp,a,indoor,1,lamp,small
19713,12,358,lamp16,10,1,5,lamp,a,indoor,1,lamp,small
19714,13,322,lamp11,15,-1,5,lamp,a,indoor,0,lamp,small
19715,14,1155,lamp13,13,-1,5,lamp,a,indoor,0,lamp,small
19716,15,174,lamp05,21,-1,5,lamp,a,indoor,0,lamp,small
19717,16,772,firealarm21,5,-1,5,firealarm,a,indoor,0,firealarm,small
19718,17,488,firealarm04,22,-1,5,firealarm,a,indoor,0,firealarm,small
19719,18,630,firealarm17,9,-1,5,firealarm,a,indoor,0,firealarm,small
19720,19,169,firealarm20,6,1,5,firealarm,a,indoor,1,firealarm,small
19721,20,145,firealarm14,12,-1,5,firealarm,a,indoor,0,firealarm,small
19722,21,234,candle03,23,-1,5,candle,a,indoor,0,candle,small
19723,22,161,candle21,5,-1,5,candle,a,indoor,0,candle,small
19724,23,287,candle14,12,-1,5,candle,a,indoor,0,candle,small
19725,24,138,candle08,18,-1,5,candle,a,indoor,0,candle,small
19726,25,272,candle10,16,1,5,candle,a,indoor,1,candle,small
19727,26,233,vase07,19,-1,5,vase,a,indoor,0,vase,small
19728,27,182,vase02,24,-1,5,vase,a,indoor,0,vase,small
19729,28,861,vase18,8,1,5,vase,a,indoor,1,vase,small
19730,29,687,vase06,20,-1,5,vase,a,indoor,0,vase,small
19731,30,364,vase23,3,1,5,vase,a,indoor,1,vase,small
19732,31,397,kettle09,17,-1,5,kettle,a,indoor,0,kettle,small
19733,32,744,kettle21,5,-1,5,kettle,a,indoor,0,kettle,small
19734,33,299,kettle16,10,-1,5,kettle,a,indoor,0,kettle,small
19735,34,1372,kettle08,18,-1,5,kettle,a,indoor,0,kettle,small
19736,35,1110,kettle24,2,1,5,kettle,a,indoor,1,kettle,small
19737,36,466,dvdplayer18,8,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19738,37,174,dvdplayer07,19,-1,5,dvdplayer,a,indoor,0,dvdplayer,big
19739,38,170,dvdplayer08,18,-1,5,dvdplayer,a,indoor,0,dvdplayer,big
19740,39,1374,dvdplayer22,4,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19741,40,1234,dvdplayer25,1,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19742,41,245,mouse20,6,-1,5,mouse,a,indoor,0,mouse,small
19743,42,1061,mouse23,3,1,5,mouse,a,indoor,1,mouse,small
19744,43,172,mouse12,14,-1,5,mouse,a,indoor,0,mouse,small
19745,44,143,mouse19,7,-1,5,mouse,a,indoor,0,mouse,small
19746,45,252,mouse21,5,-1,5,mouse,a,indoor,0,mouse,small
19747,46,312,pottedplant20,6,1,5,pottedplant,a,indoor,1,pottedplant,small
19748,47,299,pottedplant17,9,1,5,pottedplant,a,indoor,1,pottedplant,small
19749,48,397,pottedplant01,25,-1,5,pottedplant,a,indoor,0,pottedplant,small
19750,49,153,pottedplant11,15,-1,5,pottedplant,a,indoor,0,pottedplant,small
19751,50,494,pottedplant13,13,1,5,pottedplant,a,indoor,1,pottedplant,small
19752,51,138,pitchfork06,20,-1,5,pitchfork,a,outdoor,0,pitchfork,small
19753,52,154,pitchfork11,15,-1,5,pitchfork,a,outdoor,0,pitchfork,small
19754,53,174,pitchfork02,24,-1,5,pitchfork,a,outdoor,0,pitchfork,small
19755,54,309,pitchfork25,1,1,5,pitchfork,a,outdoor,1,pitchfork,small
19756,55,147,pitchfork24,2,1,5,pitchfork,a,outdoor,1,pitchfork,small
19757,56,31,bird21,5,-1,5,bird,a,outdoor,0,bird,small
19758,57,554,bird22,4,1,5,bird,a,outdoor,1,bird,small
19759,58,2221,bird12,14,1,5,bird,a,outdoor,1,bird,small
19760,59,1062,bird03,23,-1,5,bird,a,outdoor,0,bird,small
19761,60,184,bird07,19,-1,5,bird,a,outdoor,0,bird,small
19762,61,103,mailbox01,25,-1,5,mailbox,a,outdoor,0,mailbox,small
19763,62,195,mailbox16,10,1,5,mailbox,a,outdoor,1,mailbox,small
19764,63,130,mailbox04,22,-1,5,mailbox,a,outdoor,0,mailbox,small
19765,64,669,mailbox02,24,-1,5,mailbox,a,outdoor,0,mailbox,small
19766,65,766,mailbox24,2,1,5,mailbox,a,outdoor,1,mailbox,small
19767,66,543,frog17,9,-1,5,frog,a,outdoor,0,frog,small
19768,67,602,frog22,4,1,5,frog,a,outdoor,1,frog,small
19769,68,1065,frog15,11,1,5,frog,a,outdoor,1,frog,small
19770,69,152,frog19,7,-1,5,frog,a,outdoor,0,frog,small
19771,70,616,frog06,20,-1,5,frog,a,outdoor,0,frog,small
19772,71,1399,cactus09,17,1,5,cactus,a,outdoor,1,cactus,big
19773,72,143,cactus24,2,1,5,cactus,a,outdoor,1,cactus,big
19774,73,152,cactus23,3,1,5,cactus,a,outdoor,1,cactus,big
19775,74,282,cactus21,5,-1,5,cactus,a,outdoor,0,cactus,big
19776,75,398,cactus08,18,1,5,cactus,a,outdoor,1,cactus,big
19777,76,136,bottle21,5,1,5,bottle,a,outdoor,1,bottle,big
19778,77,143,bottle14,12,1,5,bottle,a,outdoor,1,bottle,big
19779,78,350,bottle19,7,-1,5,bottle,a,outdoor,0,bottle,big
19780,79,154,bottle11,15,-1,5,bottle,a,outdoor,0,bottle,big
19781,80,162,bottle18,8,-1,5,bottle,a,outdoor,0,bottle,big
19782,81,942,ashtray13,13,-1,5,ashtray,a,outdoor,0,ashtray,small
19783,82,466,ashtray16,10,-1,5,ashtray,a,outdoor,0,ashtray,small
19784,83,2030,ashtray05,21,-1,5,ashtray,a,outdoor,0,ashtray,small
19785,84,1250,ashtray18,8,-1,5,ashtray,a,outdoor,0,ashtray,small
19786,85,178,ashtray23,3,1,5,ashtray,a,outdoor,1,ashtray,small
19787,86,161,mug06,20,-1,5,mug,a,outdoor,0,mug,small
19788,87,228,mug12,14,-1,5,mug,a,outdoor,0,mug,small
19789,88,339,mug03,23,-1,5,mug,a,outdoor,0,mug,small
19790,89,422,mug25,1,-1,5,mug,a,outdoor,0,mug,small
19791,90,158,mug17,9,-1,5,mug,a,outdoor,0,mug,small
19792,91,1535,axe16,10,-1,5,axe,a,outdoor,0,axe,small
19793,92,1435,axe07,19,-1,5,axe,a,outdoor,0,axe,small
19794,93,221,axe22,4,1,5,axe,a,outdoor,1,axe,small
19795,94,150,axe06,20,-1,5,axe,a,outdoor,0,axe,small
19796,95,561,axe19,7,1,5,axe,a,outdoor,1,axe,small
19797,96,140,package04,22,-1,5,package,a,outdoor,0,package,small
19798,97,246,package01,25,-1,5,package,a,outdoor,0,package,small
19799,98,191,package12,14,-1,5,package,a,outdoor,0,package,small
19800,99,371,package10,16,-1,5,package,a,outdoor,0,package,small
19801,100,158,package24,2,1,5,package,a,outdoor,1,package,small
19802,1,250,soap14,12,-1,5,soap,a,indoor,0,soap,small
19803,2,427,soap02,24,-1,5,soap,a,indoor,0,soap,small
19804,3,682,soap07,19,1,5,soap,a,indoor,1,soap,small
19805,4,350,soap01,25,1,5,soap,a,indoor,1,soap,small
19806,5,357,soap08,18,-1,5,soap,a,indoor,0,soap,small
19807,6,317,microwave12,14,-1,5,microwave,a,indoor,0,microwave,big
19808,7,334,microwave15,11,1,5,microwave,a,indoor,1,microwave,big
19809,8,230,microwave09,17,-1,5,microwave,a,indoor,0,microwave,big
19810,9,136,microwave19,7,1,5,microwave,a,indoor,1,microwave,big
19811,10,481,microwave03,23,-1,5,microwave,a,indoor,0,microwave,big
19812,11,1765,lamp22,4,1,5,lamp,a,indoor,1,lamp,small
19813,12,251,lamp16,10,1,5,lamp,a,indoor,1,lamp,small
19814,13,804,lamp11,15,1,5,lamp,a,indoor,1,lamp,small
19815,14,234,lamp13,13,-1,5,lamp,a,indoor,0,lamp,small
19816,15,275,lamp05,21,1,5,lamp,a,indoor,1,lamp,small
19817,16,559,firealarm21,5,1,5,firealarm,a,indoor,1,firealarm,small
19818,17,266,firealarm04,22,-1,5,firealarm,a,indoor,0,firealarm,small
19819,18,383,firealarm17,9,1,5,firealarm,a,indoor,1,firealarm,small
19820,19,432,firealarm20,6,1,5,firealarm,a,indoor,1,firealarm,small
19821,20,1055,firealarm14,12,1,5,firealarm,a,indoor,1,firealarm,small
19822,21,511,candle03,23,-1,5,candle,a,indoor,0,candle,small
19823,22,777,candle21,5,1,5,candle,a,indoor,1,candle,small
19824,23,615,candle14,12,-1,5,candle,a,indoor,0,candle,small
19825,24,215,candle08,18,-1,5,candle,a,indoor,0,candle,small
19826,25,558,candle10,16,1,5,candle,a,indoor,1,candle,small
19827,26,749,vase07,19,1,5,vase,a,indoor,1,vase,small
19828,27,710,vase02,24,-1,5,vase,a,indoor,0,vase,small
19829,28,285,vase18,8,1,5,vase,a,indoor,1,vase,small
19830,29,975,vase06,20,1,5,vase,a,indoor,1,vase,small
19831,30,343,vase23,3,1,5,vase,a,indoor,1,vase,small
19832,31,397,kettle09,17,1,5,kettle,a,indoor,1,kettle,small
19833,32,235,kettle21,5,-1,5,kettle,a,indoor,0,kettle,small
19834,33,429,kettle16,10,-1,5,kettle,a,indoor,0,kettle,small
19835,34,1013,kettle08,18,-1,5,kettle,a,indoor,0,kettle,small
19836,35,291,kettle24,2,-1,5,kettle,a,indoor,0,kettle,small
19837,36,475,dvdplayer18,8,-1,5,dvdplayer,a,indoor,0,dvdplayer,big
19838,37,343,dvdplayer07,19,-1,5,dvdplayer,a,indoor,0,dvdplayer,big
19839,38,190,dvdplayer08,18,-1,5,dvdplayer,a,indoor,0,dvdplayer,big
19840,39,614,dvdplayer22,4,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19841,40,272,dvdplayer25,1,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19842,41,261,mouse20,6,1,5,mouse,a,indoor,1,mouse,small
19843,42,1588,mouse23,3,1,5,mouse,a,indoor,1,mouse,small
19844,43,207,mouse12,14,-1,5,mouse,a,indoor,0,mouse,small
19845,44,451,mouse19,7,-1,5,mouse,a,indoor,0,mouse,small
19846,45,187,mouse21,5,1,5,mouse,a,indoor,1,mouse,small
19847,46,258,pottedplant20,6,-1,5,pottedplant,a,indoor,0,pottedplant,small
19848,47,873,pottedplant17,9,-1,5,pottedplant,a,indoor,0,pottedplant,small
19849,48,361,pottedplant01,25,1,5,pottedplant,a,indoor,1,pottedplant,small
19850,49,262,pottedplant11,15,-1,5,pottedplant,a,indoor,0,pottedplant,small
19851,50,736,pottedplant13,13,1,5,pottedplant,a,indoor,1,pottedplant,small
19852,51,1649,pitchfork06,20,-1,5,pitchfork,a,outdoor,0,pitchfork,small
19853,52,641,pitchfork11,15,1,5,pitchfork,a,outdoor,1,pitchfork,small
19854,53,364,pitchfork02,24,1,5,pitchfork,a,outdoor,1,pitchfork,small
19855,54,488,pitchfork25,1,1,5,pitchfork,a,outdoor,1,pitchfork,small
19856,55,232,pitchfork24,2,1,5,pitchfork,a,outdoor,1,pitchfork,small
19857,56,447,bird21,5,1,5,bird,a,outdoor,1,bird,small
19858,57,1011,bird22,4,1,5,bird,a,outdoor,1,bird,small
19859,58,264,bird12,14,-1,5,bird,a,outdoor,0,bird,small
19860,59,828,bird03,23,-1,5,bird,a,outdoor,0,bird,small
19861,60,403,bird07,19,1,5,bird,a,outdoor,1,bird,small
19862,61,268,mailbox01,25,1,5,mailbox,a,outdoor,1,mailbox,small
19863,62,594,mailbox16,10,1,5,mailbox,a,outdoor,1,mailbox,small
19864,63,1302,mailbox04,22,1,5,mailbox,a,outdoor,1,mailbox,small
19865,64,706,mailbox02,24,-1,5,mailbox,a,outdoor,0,mailbox,small
19866,65,2210,mailbox24,2,-1,5,mailbox,a,outdoor,0,mailbox,small
19867,66,1009,frog17,9,1,5,frog,a,outdoor,1,frog,small
19868,67,303,frog22,4,1,5,frog,a,outdoor,1,frog,small
19869,68,1061,frog15,11,-1,5,frog,a,outdoor,0,frog,small
19870,69,604,frog19,7,-1,5,frog,a,outdoor,0,frog,small
19871,70,1088,frog06,20,1,5,frog,a,outdoor,1,frog,small
19872,71,246,cactus09,17,1,5,cactus,a,outdoor,1,cactus,big
19873,72,196,cactus24,2,1,5,cactus,a,outdoor,1,cactus,big
19874,73,966,cactus23,3,1,5,cactus,a,outdoor,1,cactus,big
19875,74,152,cactus21,5,1,5,cactus,a,outdoor,1,cactus,big
19876,75,667,cactus08,18,1,5,cactus,a,outdoor,1,cactus,big
19877,76,272,bottle21,5,1,5,bottle,a,outdoor,1,bottle,big
19878,77,460,bottle14,12,1,5,bottle,a,outdoor,1,bottle,big
19879,78,229,bottle19,7,1,5,bottle,a,outdoor,1,bottle,big
19880,79,517,bottle11,15,1,5,bottle,a,outdoor,1,bottle,big
19881,80,1471,bottle18,8,-1,5,bottle,a,outdoor,0,bottle,big
19882,81,728,ashtray13,13,-1,5,ashtray,a,outdoor,0,ashtray,small
19883,82,439,ashtray16,10,1,5,ashtray,a,outdoor,1,ashtray,small
19884,83,1287,ashtray05,21,-1,5,ashtray,a,outdoor,0,ashtray,small
19885,84,2150,ashtray18,8,1,5,ashtray,a,outdoor,1,ashtray,small
19886,85,1316,ashtray23,3,1,5,ashtray,a,outdoor,1,ashtray,small
19887,86,473,mug06,20,1,5,mug,a,outdoor,1,mug,small
19888,87,559,mug12,14,-1,5,mug,a,outdoor,0,mug,small
19889,88,570,mug03,23,-1,5,mug,a,outdoor,0,mug,small
19890,89,616,mug25,1,-1,5,mug,a,outdoor,0,mug,small
19891,90,2181,mug17,9,1,5,mug,a,outdoor,1,mug,small
19892,91,2405,axe16,10,1,5,axe,a,outdoor,1,axe,small
19893,92,286,axe07,19,1,5,axe,a,outdoor,1,axe,small
19894,93,355,axe22,4,-1,5,axe,a,outdoor,0,axe,small
19895,94,516,axe06,20,1,5,axe,a,outdoor,1,axe,small
19896,95,1441,axe19,7,1,5,axe,a,outdoor,1,axe,small
19897,96,247,package04,22,-1,5,package,a,outdoor,0,package,small
19898,97,1003,package01,25,1,5,package,a,outdoor,1,package,small
19899,98,215,package12,14,1,5,package,a,outdoor,1,package,small
19900,99,466,package10,16,1,5,package,a,outdoor,1,package,small
19901,100,192,package24,2,1,5,package,a,outdoor,1,package,small
19902,1,182,soap14,12,-1,5,soap,a,indoor,0,soap,small
19903,2,458,soap02,24,1,5,soap,a,indoor,1,soap,small
19904,3,241,soap07,19,-1,5,soap,a,indoor,0,soap,small
19905,4,358,soap01,25,1,5,soap,a,indoor,1,soap,small
19906,5,595,soap08,18,-1,5,soap,a,indoor,0,soap,small
19907,6,577,microwave12,14,-1,5,microwave,a,indoor,0,microwave,big
19908,7,185,microwave15,11,1,5,microwave,a,indoor,1,microwave,big
19909,8,478,microwave09,17,1,5,microwave,a,indoor,1,microwave,big
19910,9,654,microwave19,7,1,5,microwave,a,indoor,1,microwave,big
19911,10,408,microwave03,23,1,5,microwave,a,indoor,1,microwave,big
19912,11,338,lamp22,4,1,5,lamp,a,indoor,1,lamp,small
19913,12,397,lamp16,10,1,5,lamp,a,indoor,1,lamp,small
19914,13,537,lamp11,15,-1,5,lamp,a,indoor,0,lamp,small
19915,14,277,lamp13,13,1,5,lamp,a,indoor,1,lamp,small
19916,15,494,lamp05,21,-1,5,lamp,a,indoor,0,lamp,small
19917,16,402,firealarm21,5,1,5,firealarm,a,indoor,1,firealarm,small
19918,17,367,firealarm04,22,-1,5,firealarm,a,indoor,0,firealarm,small
19919,18,861,firealarm17,9,-1,5,firealarm,a,indoor,0,firealarm,small
19920,19,647,firealarm20,6,-1,5,firealarm,a,indoor,0,firealarm,small
19921,20,245,firealarm14,12,-1,5,firealarm,a,indoor,0,firealarm,small
19922,21,324,candle03,23,-1,5,candle,a,indoor,0,candle,small
19923,22,304,candle21,5,1,5,candle,a,indoor,1,candle,small
19924,23,232,candle14,12,-1,5,candle,a,indoor,0,candle,small
19925,24,338,candle08,18,-1,5,candle,a,indoor,0,candle,small
19926,25,356,candle10,16,-1,5,candle,a,indoor,0,candle,small
19927,26,700,vase07,19,1,5,vase,a,indoor,1,vase,small
19928,27,325,vase02,24,-1,5,vase,a,indoor,0,vase,small
19929,28,878,vase18,8,1,5,vase,a,indoor,1,vase,small
19930,29,281,vase06,20,-1,5,vase,a,indoor,0,vase,small
19931,30,61,vase23,3,1,5,vase,a,indoor,1,vase,small
19932,31,800,kettle09,17,1,5,kettle,a,indoor,1,kettle,small
19933,32,389,kettle21,5,-1,5,kettle,a,indoor,0,kettle,small
19934,33,358,kettle16,10,-1,5,kettle,a,indoor,0,kettle,small
19935,34,599,kettle08,18,-1,5,kettle,a,indoor,0,kettle,small
19936,35,1104,kettle24,2,1,5,kettle,a,indoor,1,kettle,small
19937,36,1250,dvdplayer18,8,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19938,37,480,dvdplayer07,19,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19939,38,415,dvdplayer08,18,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19940,39,513,dvdplayer22,4,-1,5,dvdplayer,a,indoor,0,dvdplayer,big
19941,40,381,dvdplayer25,1,1,5,dvdplayer,a,indoor,1,dvdplayer,big
19942,41,438,mouse20,6,1,5,mouse,a,indoor,1,mouse,small
19943,42,141,mouse23,3,-1,5,mouse,a,indoor,0,mouse,small
19944,43,456,mouse12,14,1,5,mouse,a,indoor,1,mouse,small
19945,44,606,mouse19,7,-1,5,mouse,a,indoor,0,mouse,small
19946,45,261,mouse21,5,1,5,mouse,a,indoor,1,mouse,small
19947,46,453,pottedplant20,6,1,5,pottedplant,a,indoor,1,pottedplant,small
19948,47,419,pottedplant17,9,1,5,pottedplant,a,indoor,1,pottedplant,small
19949,48,785,pottedplant01,25,-1,5,pottedplant,a,indoor,0,pottedplant,small
19950,49,323,pottedplant11,15,-1,5,pottedplant,a,indoor,0,pottedplant,small
19951,50,305,pottedplant13,13,-1,5,pottedplant,a,indoor,0,pottedplant,small
19952,51,270,pitchfork06,20,1,5,pitchfork,a,outdoor,1,pitchfork,small
19953,52,292,pitchfork11,15,-1,5,pitchfork,a,outdoor,0,pitchfork,small
19954,53,270,pitchfork02,24,1,5,pitchfork,a,outdoor,1,pitchfork,small
19955,54,203,pitchfork25,1,1,5,pitchfork,a,outdoor,1,pitchfork,small
19956,55,335,pitchfork24,2,1,5,pitchfork,a,outdoor,1,pitchfork,small
19957,56,340,bird21,5,1,5,bird,a,outdoor,1,bird,small
19958,57,431,bird22,4,1,5,bird,a,outdoor,1,bird,small
19959,58,743,bird12,14,1,5,bird,a,outdoor,1,bird,small
19960,59,276,bird03,23,-1,5,bird,a,outdoor,0,bird,small
19961,60,231,bird07,19,-1,5,bird,a,outdoor,0,bird,small
19962,61,225,mailbox01,25,1,5,mailbox,a,outdoor,1,mailbox,small
19963,62,81,mailbox16,10,-1,5,mailbox,a,outdoor,0,mailbox,small
19964,63,205,mailbox04,22,1,5,mailbox,a,outdoor,1,mailbox,small
19965,64,14,mailbox02,24,1,5,mailbox,a,outdoor,1,mailbox,small
19966,65,175,mailbox24,2,1,5,mailbox,a,outdoor,1,mailbox,small
19967,66,1380,frog17,9,1,5,frog,a,outdoor,1,frog,small
19968,67,442,frog22,4,-1,5,frog,a,outdoor,0,frog,small
19969,68,352,frog15,11,1,5,frog,a,outdoor,1,frog,small
19970,69,219,frog19,7,1,5,frog,a,outdoor,1,frog,small
19971,70,1287,frog06,20,1,5,frog,a,outdoor,1,frog,small
19972,71,154,cactus09,17,1,5,cactus,a,outdoor,1,cactus,big
19973,72,1067,cactus24,2,-1,5,cactus,a,outdoor,0,cactus,big
19974,73,285,cactus23,3,1,5,cactus,a,outdoor,1,cactus,big
19975,74,700,cactus21,5,1,5,cactus,a,outdoor,1,cactus,big
19976,75,85,cactus08,18,1,5,cactus,a,outdoor,1,cactus,big
19977,76,525,bottle21,5,1,5,bottle,a,outdoor,1,bottle,big
19978,77,77,bottle14,12,-1,5,bottle,a,outdoor,0,bottle,big
19979,78,286,bottle19,7,-1,5,bottle,a,outdoor,0,bottle,big
19980,79,818,bottle11,15,1,5,bottle,a,outdoor,1,bottle,big
19981,80,63,bottle18,8,1,5,bottle,a,outdoor,1,bottle,big
19982,81,407,ashtray13,13,1,5,ashtray,a,outdoor,1,ashtray,small
19983,82,138,ashtray16,10,-1,5,ashtray,a,outdoor,0,ashtray,small
19984,83,295,ashtray05,21,-1,5,ashtray,a,outdoor,0,ashtray,small
19985,84,247,ashtray18,8,-1,5,ashtray,a,outdoor,0,ashtray,small
19986,85,268,ashtray23,3,-1,5,ashtray,a,outdoor,0,ashtray,small
19987,86,115,mug06,20,1,5,mug,a,outdoor,1,mug,small
19988,87,824,mug12,14,-1,5,mug,a,outdoor,0,mug,small
