,block,RT,image,position,response,order,environment,condition,location,binary,label,group
42030,89,1016,mug16,10,1,5,mug,c,outdoor,1,,c
42031,90,512,mug08,18,1,5,mug,c,outdoor,1,,c
42032,91,713,axe22,4,1,5,axe,c,outdoor,1,,c
42033,92,1028,axe20,6,1,5,axe,c,outdoor,1,,c
42034,93,323,axe01,25,-1,5,axe,c,outdoor,0,,c
42035,94,749,axe17,9,1,5,axe,c,outdoor,1,,c
42036,95,962,axe02,24,-1,5,axe,c,outdoor,0,,c
42037,96,613,package11,15,1,5,package,c,outdoor,1,,c
42038,97,388,package06,20,1,5,package,c,outdoor,1,,c
42039,98,535,package18,8,-1,5,package,c,outdoor,0,,c
42040,99,795,package04,22,1,5,package,c,outdoor,1,,c
42041,100,1127,package03,23,-1,5,package,c,outdoor,0,,c
42042,1,225,soap20,6,1,5,soap,c,indoor,1,,c
42043,2,250,soap21,5,1,5,soap,c,indoor,1,,c
42044,3,180,soap17,9,1,5,soap,c,indoor,1,,c
42045,4,753,soap04,22,-1,5,soap,c,indoor,0,,c
42046,5,204,soap22,4,-1,5,soap,c,indoor,0,,c
42047,6,215,microwave11,15,1,5,microwave,c,indoor,1,,c
42048,7,1113,microwave15,11,1,5,microwave,c,indoor,1,,c
42049,8,164,microwave14,12,1,5,microwave,c,indoor,1,,c
42050,9,550,microwave12,14,1,5,microwave,c,indoor,1,,c
42051,10,245,microwave08,18,1,5,microwave,c,indoor,1,,c
42052,11,155,lamp22,4,1,5,lamp,c,indoor,1,,c
42053,12,192,lamp07,19,1,5,lamp,c,indoor,1,,c
42054,13,277,lamp05,21,1,5,lamp,c,indoor,1,,c
42055,14,322,lamp02,24,1,5,lamp,c,indoor,1,,c
42056,15,790,lamp12,14,1,5,lamp,c,indoor,1,,c
42057,16,179,firealarm01,25,1,5,firealarm,c,indoor,1,,c
42058,17,154,firealarm10,16,1,5,firealarm,c,indoor,1,,c
42059,18,172,firealarm11,15,1,5,firealarm,c,indoor,1,,c
42060,19,2009,firealarm20,6,-1,5,firealarm,c,indoor,0,,c
42061,20,196,firealarm04,22,1,5,firealarm,c,indoor,1,,c
42062,21,1325,candle02,24,-1,5,candle,c,indoor,0,,c
42063,22,250,candle16,10,-1,5,candle,c,indoor,0,,c
42064,23,1182,candle06,20,1,5,candle,c,indoor,1,,c
42065,24,270,candle09,17,1,5,candle,c,indoor,1,,c
42066,25,191,candle23,3,1,5,candle,c,indoor,1,,c
42067,26,142,vase02,24,1,5,vase,c,indoor,1,,c
42068,27,224,vase12,14,1,5,vase,c,indoor,1,,c
42069,28,177,vase14,12,1,5,vase,c,indoor,1,,c
42070,29,301,vase15,11,1,5,vase,c,indoor,1,,c
42071,30,171,vase18,8,1,5,vase,c,indoor,1,,c
42072,31,166,kettle19,7,-1,5,kettle,c,indoor,0,,c
42073,32,181,kettle04,22,1,5,kettle,c,indoor,1,,c
42074,33,959,kettle10,16,1,5,kettle,c,indoor,1,,c
42075,34,141,kettle13,13,1,5,kettle,c,indoor,1,,c
42076,35,176,kettle21,5,1,5,kettle,c,indoor,1,,c
42077,36,447,dvdplayer09,17,-1,5,dvdplayer,c,indoor,0,,c
42078,37,285,dvdplayer03,23,-1,5,dvdplayer,c,indoor,0,,c
42079,38,557,dvdplayer13,13,1,5,dvdplayer,c,indoor,1,,c
42080,39,258,dvdplayer24,2,1,5,dvdplayer,c,indoor,1,,c
42081,40,343,dvdplayer10,16,-1,5,dvdplayer,c,indoor,0,,c
42082,41,607,mouse20,6,1,5,mouse,c,indoor,1,,c
42083,42,386,mouse17,9,-1,5,mouse,c,indoor,0,,c
42084,43,513,mouse11,15,-1,5,mouse,c,indoor,0,,c
42085,44,165,mouse21,5,1,5,mouse,c,indoor,1,,c
42086,45,543,mouse18,8,1,5,mouse,c,indoor,1,,c
42087,46,495,pottedplant09,17,1,5,pottedplant,c,indoor,1,,c
42088,47,219,pottedplant20,6,1,5,pottedplant,c,indoor,1,,c
42089,48,206,pottedplant16,10,1,5,pottedplant,c,indoor,1,,c
42090,49,728,pottedplant02,24,-1,5,pottedplant,c,indoor,0,,c
42091,50,228,pottedplant12,14,1,5,pottedplant,c,indoor,1,,c
42092,51,176,pitchfork10,16,1,5,pitchfork,c,outdoor,1,,c
42093,52,238,pitchfork25,1,-1,5,pitchfork,c,outdoor,0,,c
42094,53,402,pitchfork08,18,1,5,pitchfork,c,outdoor,1,,c
42095,54,348,pitchfork21,5,1,5,pitchfork,c,outdoor,1,,c
42096,55,189,pitchfork07,19,1,5,pitchfork,c,outdoor,1,,c
42097,56,181,bird18,8,1,5,bird,c,outdoor,1,,c
42098,57,181,bird17,9,1,5,bird,c,outdoor,1,,c
42099,58,350,bird08,18,1,5,bird,c,outdoor,1,,c
42100,59,158,bird22,4,1,5,bird,c,outdoor,1,,c
42101,60,194,bird15,11,1,5,bird,c,outdoor,1,,c
42102,61,250,mailbox06,20,1,5,mailbox,c,outdoor,1,,c
42103,62,1108,mailbox07,19,-1,5,mailbox,c,outdoor,0,,c
42104,63,169,mailbox04,22,1,5,mailbox,c,outdoor,1,,c
42105,64,450,mailbox20,6,1,5,mailbox,c,outdoor,1,,c
42106,65,212,mailbox12,14,1,5,mailbox,c,outdoor,1,,c
42107,66,259,frog19,7,1,5,frog,c,outdoor,1,,c
42108,67,158,frog25,1,1,5,frog,c,outdoor,1,,c
42109,68,535,frog03,23,1,5,frog,c,outdoor,1,,c
42110,69,302,frog08,18,1,5,frog,c,outdoor,1,,c
42111,70,250,frog14,12,-1,5,frog,c,outdoor,0,,c
42112,71,209,cactus11,15,-1,5,cactus,c,outdoor,0,,c
42113,72,185,cactus23,3,-1,5,cactus,c,outdoor,0,,c
42114,73,263,cactus05,21,-1,5,cactus,c,outdoor,0,,c
42115,74,539,cactus13,13,-1,5,cactus,c,outdoor,0,,c
42116,75,233,cactus02,24,-1,5,cactus,c,outdoor,0,,c
42117,76,175,bottle16,10,-1,5,bottle,c,outdoor,0,,c
42118,77,209,bottle04,22,-1,5,bottle,c,outdoor,0,,c
42119,78,161,bottle12,14,-1,5,bottle,c,outdoor,0,,c
42120,79,161,bottle05,21,1,5,bottle,c,outdoor,1,,c
42121,80,257,bottle14,12,-1,5,bottle,c,outdoor,0,,c
42122,81,159,ashtray24,2,1,5,ashtray,c,outdoor,1,,c
42123,82,163,ashtray21,5,1,5,ashtray,c,outdoor,1,,c
42124,83,214,ashtray11,15,-1,5,ashtray,c,outdoor,0,,c
42125,84,152,ashtray08,18,-1,5,ashtray,c,outdoor,0,,c
42126,85,189,ashtray12,14,1,5,ashtray,c,outdoor,1,,c
42127,86,384,mug19,7,-1,5,mug,c,outdoor,0,,c
42128,87,194,mug06,20,-1,5,mug,c,outdoor,0,,c
42129,88,215,mug03,23,-1,5,mug,c,outdoor,0,,c
42130,89,277,mug16,10,1,5,mug,c,outdoor,1,,c
42131,90,174,mug08,18,-1,5,mug,c,outdoor,0,,c
42132,91,1442,axe22,4,-1,5,axe,c,outdoor,0,,c
42133,92,182,axe20,6,1,5,axe,c,outdoor,1,,c
42134,93,536,axe01,25,-1,5,axe,c,outdoor,0,,c
42135,94,1183,axe17,9,1,5,axe,c,outdoor,1,,c
42136,95,151,axe02,24,1,5,axe,c,outdoor,1,,c
42137,96,148,package11,15,1,5,package,c,outdoor,1,,c
42138,97,185,package06,20,-1,5,package,c,outdoor,0,,c
42139,98,175,package18,8,1,5,package,c,outdoor,1,,c
42140,99,176,package04,22,-1,5,package,c,outdoor,0,,c
42141,100,728,package03,23,1,5,package,c,outdoor,1,,c
42142,2,1990,soap21,5,-1,5,soap,c,indoor,0,,c
42143,3,13,soap17,9,1,5,soap,c,indoor,1,,c
42144,4,177,soap04,22,1,5,soap,c,indoor,1,,c
42145,5,92,soap22,4,1,5,soap,c,indoor,1,,c
42146,6,1493,microwave11,15,-1,5,microwave,c,indoor,0,,c
42147,7,65,microwave15,11,1,5,microwave,c,indoor,1,,c
42148,8,859,microwave14,12,1,5,microwave,c,indoor,1,,c
42149,9,380,microwave12,14,-1,5,microwave,c,indoor,0,,c
42150,10,269,microwave08,18,1,5,microwave,c,indoor,1,,c
42151,11,3,lamp22,4,1,5,lamp,c,indoor,1,,c
42152,12,730,lamp07,19,-1,5,lamp,c,indoor,0,,c
42153,13,1542,lamp05,21,1,5,lamp,c,indoor,1,,c
42154,14,422,lamp02,24,1,5,lamp,c,indoor,1,,c
42155,15,568,lamp12,14,-1,5,lamp,c,indoor,0,,c
42156,17,35,firealarm10,16,1,5,firealarm,c,indoor,1,,c
42157,18,15,firealarm11,15,1,5,firealarm,c,indoor,1,,c
42158,19,710,firealarm20,6,1,5,firealarm,c,indoor,1,,c
42159,20,727,firealarm04,22,1,5,firealarm,c,indoor,1,,c
42160,21,267,candle02,24,-1,5,candle,c,indoor,0,,c
42161,22,208,candle16,10,-1,5,candle,c,indoor,0,,c
42162,23,852,candle06,20,1,5,candle,c,indoor,1,,c
42163,24,700,candle09,17,-1,5,candle,c,indoor,0,,c
42164,25,131,candle23,3,-1,5,candle,c,indoor,0,,c
42165,26,155,vase02,24,1,5,vase,c,indoor,1,,c
42166,27,880,vase12,14,1,5,vase,c,indoor,1,,c
42167,28,1068,vase14,12,-1,5,vase,c,indoor,0,,c
42168,29,208,vase15,11,-1,5,vase,c,indoor,0,,c
42169,30,628,vase18,8,1,5,vase,c,indoor,1,,c
42170,31,540,kettle19,7,-1,5,kettle,c,indoor,0,,c
42171,32,248,kettle04,22,-1,5,kettle,c,indoor,0,,c
42172,33,548,kettle10,16,1,5,kettle,c,indoor,1,,c
42173,34,78,kettle13,13,-1,5,kettle,c,indoor,0,,c
42174,35,103,kettle21,5,1,5,kettle,c,indoor,1,,c
42175,36,111,dvdplayer09,17,-1,5,dvdplayer,c,indoor,0,,c
42176,37,28,dvdplayer03,23,-1,5,dvdplayer,c,indoor,0,,c
42177,38,249,dvdplayer13,13,-1,5,dvdplayer,c,indoor,0,,c
42178,39,161,dvdplayer24,2,1,5,dvdplayer,c,indoor,1,,c
42179,40,572,dvdplayer10,16,-1,5,dvdplayer,c,indoor,0,,c
42180,41,76,mouse20,6,-1,5,mouse,c,indoor,0,,c
42181,42,436,mouse17,9,-1,5,mouse,c,indoor,0,,c
42182,43,803,mouse11,15,1,5,mouse,c,indoor,1,,c
42183,44,511,mouse21,5,-1,5,mouse,c,indoor,0,,c
42184,45,38,mouse18,8,-1,5,mouse,c,indoor,0,,c
42185,46,709,pottedplant09,17,1,5,pottedplant,c,indoor,1,,c
42186,47,756,pottedplant20,6,1,5,pottedplant,c,indoor,1,,c
42187,48,91,pottedplant16,10,-1,5,pottedplant,c,indoor,0,,c
42188,49,95,pottedplant02,24,-1,5,pottedplant,c,indoor,0,,c
42189,50,46,pottedplant12,14,1,5,pottedplant,c,indoor,1,,c
42190,51,685,pitchfork10,16,-1,5,pitchfork,c,outdoor,0,,c
42191,52,222,pitchfork25,1,-1,5,pitchfork,c,outdoor,0,,c
42192,53,576,pitchfork08,18,1,5,pitchfork,c,outdoor,1,,c
42193,54,672,pitchfork21,5,1,5,pitchfork,c,outdoor,1,,c
42194,55,960,pitchfork07,19,1,5,pitchfork,c,outdoor,1,,c
42195,56,59,bird18,8,1,5,bird,c,outdoor,1,,c
42196,57,1148,bird17,9,1,5,bird,c,outdoor,1,,c
42197,58,345,bird08,18,-1,5,bird,c,outdoor,0,,c
42198,59,363,bird22,4,1,5,bird,c,outdoor,1,,c
42199,60,186,bird15,11,-1,5,bird,c,outdoor,0,,c
42200,61,301,mailbox06,20,1,5,mailbox,c,outdoor,1,,c
42201,62,195,mailbox07,19,1,5,mailbox,c,outdoor,1,,c
42202,63,269,mailbox04,22,-1,5,mailbox,c,outdoor,0,,c
42203,64,264,mailbox20,6,1,5,mailbox,c,outdoor,1,,c
42204,65,264,mailbox12,14,-1,5,mailbox,c,outdoor,0,,c
42205,66,1005,frog19,7,1,5,frog,c,outdoor,1,,c
42206,67,432,frog25,1,1,5,frog,c,outdoor,1,,c
42207,68,1745,frog03,23,1,5,frog,c,outdoor,1,,c
42208,69,67,frog08,18,1,5,frog,c,outdoor,1,,c
42209,70,189,frog14,12,1,5,frog,c,outdoor,1,,c
42210,71,120,cactus11,15,-1,5,cactus,c,outdoor,0,,c
42211,72,445,cactus23,3,-1,5,cactus,c,outdoor,0,,c
42212,73,934,cactus05,21,1,5,cactus,c,outdoor,1,,c
42213,74,276,cactus13,13,1,5,cactus,c,outdoor,1,,c
42214,75,964,cactus02,24,1,5,cactus,c,outdoor,1,,c
42215,76,259,bottle16,10,1,5,bottle,c,outdoor,1,,c
42216,77,438,bottle04,22,-1,5,bottle,c,outdoor,0,,c
42217,78,583,bottle12,14,1,5,bottle,c,outdoor,1,,c
42218,79,269,bottle05,21,1,5,bottle,c,outdoor,1,,c
42219,80,147,bottle14,12,1,5,bottle,c,outdoor,1,,c
42220,81,54,ashtray24,2,1,5,ashtray,c,outdoor,1,,c
42221,82,205,ashtray21,5,1,5,ashtray,c,outdoor,1,,c
42222,83,306,ashtray11,15,-1,5,ashtray,c,outdoor,0,,c
42223,84,289,ashtray08,18,1,5,ashtray,c,outdoor,1,,c
42224,85,1855,ashtray12,14,-1,5,ashtray,c,outdoor,0,,c
42225,86,253,mug19,7,1,5,mug,c,outdoor,1,,c
42226,87,299,mug06,20,1,5,mug,c,outdoor,1,,c
42227,88,270,mug03,23,-1,5,mug,c,outdoor,0,,c
42228,89,631,mug16,10,1,5,mug,c,outdoor,1,,c
42229,90,464,mug08,18,-1,5,mug,c,outdoor,0,,c
42230,91,446,axe22,4,1,5,axe,c,outdoor,1,,c
42231,92,80,axe20,6,-1,5,axe,c,outdoor,0,,c
42232,93,410,axe01,25,1,5,axe,c,outdoor,1,,c
42233,94,584,axe17,9,1,5,axe,c,outdoor,1,,c
42234,95,256,axe02,24,1,5,axe,c,outdoor,1,,c
42235,96,647,package11,15,-1,5,package,c,outdoor,0,,c
42236,97,211,package06,20,1,5,package,c,outdoor,1,,c
42237,98,165,package18,8,1,5,package,c,outdoor,1,,c
42238,99,1211,package04,22,-1,5,package,c,outdoor,0,,c
42239,100,103,package03,23,-1,5,package,c,outdoor,0,,c
42240,1,867,soap20,6,1,5,soap,c,indoor,1,,c
42241,2,549,soap21,5,-1,5,soap,c,indoor,0,,c
42242,3,241,soap17,9,1,5,soap,c,indoor,1,,c
42243,4,775,soap04,22,1,5,soap,c,indoor,1,,c
42244,5,1376,soap22,4,-1,5,soap,c,indoor,0,,c
42245,6,481,microwave11,15,1,5,microwave,c,indoor,1,,c
42246,8,812,microwave14,12,1,5,microwave,c,indoor,1,,c
42247,9,729,microwave12,14,1,5,microwave,c,indoor,1,,c
42248,10,725,microwave08,18,1,5,microwave,c,indoor,1,,c
42249,11,485,lamp22,4,-1,5,lamp,c,indoor,0,,c
42250,12,257,lamp07,19,-1,5,lamp,c,indoor,0,,c
42251,13,426,lamp05,21,1,5,lamp,c,indoor,1,,c
42252,14,284,lamp02,24,-1,5,lamp,c,indoor,0,,c
42253,15,742,lamp12,14,1,5,lamp,c,indoor,1,,c
42254,16,635,firealarm01,25,1,5,firealarm,c,indoor,1,,c
42255,17,300,firealarm10,16,1,5,firealarm,c,indoor,1,,c
42256,18,611,firealarm11,15,-1,5,firealarm,c,indoor,0,,c
42257,19,1683,firealarm20,6,1,5,firealarm,c,indoor,1,,c
42258,20,502,firealarm04,22,1,5,firealarm,c,indoor,1,,c
42259,21,490,candle02,24,-1,5,candle,c,indoor,0,,c
42260,22,539,candle16,10,-1,5,candle,c,indoor,0,,c
42261,23,430,candle06,20,1,5,candle,c,indoor,1,,c
42262,24,309,candle09,17,1,5,candle,c,indoor,1,,c
42263,25,636,candle23,3,-1,5,candle,c,indoor,0,,c
42264,26,541,vase02,24,1,5,vase,c,indoor,1,,c
42265,27,1656,vase12,14,-1,5,vase,c,indoor,0,,c
42266,28,494,vase14,12,-1,5,vase,c,indoor,0,,c
42267,29,682,vase15,11,1,5,vase,c,indoor,1,,c
42268,30,324,vase18,8,-1,5,vase,c,indoor,0,,c
42269,31,452,kettle19,7,1,5,kettle,c,indoor,1,,c
42270,33,813,kettle10,16,-1,5,kettle,c,indoor,0,,c
42271,34,229,kettle13,13,-1,5,kettle,c,indoor,0,,c
42272,35,468,kettle21,5,-1,5,kettle,c,indoor,0,,c
42273,36,811,dvdplayer09,17,-1,5,dvdplayer,c,indoor,0,,c
42274,37,435,dvdplayer03,23,-1,5,dvdplayer,c,indoor,0,,c
42275,38,419,dvdplayer13,13,-1,5,dvdplayer,c,indoor,0,,c
42276,39,581,dvdplayer24,2,1,5,dvdplayer,c,indoor,1,,c
42277,40,494,dvdplayer10,16,-1,5,dvdplayer,c,indoor,0,,c
42278,41,448,mouse20,6,-1,5,mouse,c,indoor,0,,c
42279,42,439,mouse17,9,-1,5,mouse,c,indoor,0,,c
42280,43,499,mouse11,15,1,5,mouse,c,indoor,1,,c
42281,45,407,mouse18,8,-1,5,mouse,c,indoor,0,,c
42282,46,587,pottedplant09,17,1,5,pottedplant,c,indoor,1,,c
42283,47,667,pottedplant20,6,-1,5,pottedplant,c,indoor,0,,c
42284,48,565,pottedplant16,10,-1,5,pottedplant,c,indoor,0,,c
42285,49,492,pottedplant02,24,-1,5,pottedplant,c,indoor,0,,c
42286,50,491,pottedplant12,14,1,5,pottedplant,c,indoor,1,,c
42287,51,518,pitchfork10,16,-1,5,pitchfork,c,outdoor,0,,c
42288,52,710,pitchfork25,1,-1,5,pitchfork,c,outdoor,0,,c
42289,53,390,pitchfork08,18,1,5,pitchfork,c,outdoor,1,,c
42290,54,462,pitchfork21,5,-1,5,pitchfork,c,outdoor,0,,c
42291,55,1206,pitchfork07,19,1,5,pitchfork,c,outdoor,1,,c
42292,56,371,bird18,8,1,5,bird,c,outdoor,1,,c
42293,57,2170,bird17,9,-1,5,bird,c,outdoor,0,,c
42294,58,758,bird08,18,-1,5,bird,c,outdoor,0,,c
42295,59,1783,bird22,4,-1,5,bird,c,outdoor,0,,c
42296,60,2367,bird15,11,-1,5,bird,c,outdoor,0,,c
42297,61,670,mailbox06,20,-1,5,mailbox,c,outdoor,0,,c
42298,62,476,mailbox07,19,1,5,mailbox,c,outdoor,1,,c
42299,63,1042,mailbox04,22,1,5,mailbox,c,outdoor,1,,c
42300,64,454,mailbox20,6,1,5,mailbox,c,outdoor,1,,c
42301,65,602,mailbox12,14,1,5,mailbox,c,outdoor,1,,c
42302,66,306,frog19,7,1,5,frog,c,outdoor,1,,c
42303,67,669,frog25,1,-1,5,frog,c,outdoor,0,,c
42304,68,2964,frog03,23,1,5,frog,c,outdoor,1,,c
42305,69,471,frog08,18,-1,5,frog,c,outdoor,0,,c
42306,70,410,frog14,12,-1,5,frog,c,outdoor,0,,c
42307,71,1876,cactus11,15,-1,5,cactus,c,outdoor,0,,c
42308,72,307,cactus23,3,1,5,cactus,c,outdoor,1,,c
42309,73,384,cactus05,21,1,5,cactus,c,outdoor,1,,c
42310,74,616,cactus13,13,-1,5,cactus,c,outdoor,0,,c
42311,75,345,cactus02,24,1,5,cactus,c,outdoor,1,,c
42312,76,402,bottle16,10,-1,5,bottle,c,outdoor,0,,c
42313,77,388,bottle04,22,-1,5,bottle,c,outdoor,0,,c
42314,78,643,bottle12,14,1,5,bottle,c,outdoor,1,,c
42315,79,2503,bottle05,21,1,5,bottle,c,outdoor,1,,c
42316,80,1080,bottle14,12,1,5,bottle,c,outdoor,1,,c
42317,81,583,ashtray24,2,-1,5,ashtray,c,outdoor,0,,c
42318,82,381,ashtray21,5,1,5,ashtray,c,outdoor,1,,c
42319,83,743,ashtray11,15,-1,5,ashtray,c,outdoor,0,,c
42320,84,386,ashtray08,18,1,5,ashtray,c,outdoor,1,,c
42321,85,598,ashtray12,14,1,5,ashtray,c,outdoor,1,,c
42322,86,632,mug19,7,-1,5,mug,c,outdoor,0,,c
42323,87,527,mug06,20,1,5,mug,c,outdoor,1,,c
42324,88,689,mug03,23,1,5,mug,c,outdoor,1,,c
42325,89,317,mug16,10,-1,5,mug,c,outdoor,0,,c
42326,90,634,mug08,18,-1,5,mug,c,outdoor,0,,c
42327,91,428,axe22,4,1,5,axe,c,outdoor,1,,c
42328,92,435,axe20,6,-1,5,axe,c,outdoor,0,,c
42329,93,285,axe01,25,1,5,axe,c,outdoor,1,,c
42330,94,885,axe17,9,1,5,axe,c,outdoor,1,,c
42331,95,676,axe02,24,-1,5,axe,c,outdoor,0,,c
42332,96,676,package11,15,-1,5,package,c,outdoor,0,,c
42333,97,415,package06,20,-1,5,package,c,outdoor,0,,c
42334,98,335,package18,8,1,5,package,c,outdoor,1,,c
42335,99,540,package04,22,-1,5,package,c,outdoor,0,,c
42336,100,444,package03,23,1,5,package,c,outdoor,1,,c
42337,1,1072,soap20,6,1,5,soap,c,indoor,1,,c
42338,2,278,soap21,5,1,5,soap,c,indoor,1,,c
42339,3,802,soap17,9,-1,5,soap,c,indoor,0,,c
42340,4,275,soap04,22,-1,5,soap,c,indoor,0,,c
42341,5,190,soap22,4,1,5,soap,c,indoor,1,,c
42342,6,622,microwave11,15,-1,5,microwave,c,indoor,0,,c
42343,7,579,microwave15,11,1,5,microwave,c,indoor,1,,c
42344,8,481,microwave14,12,-1,5,microwave,c,indoor,0,,c
42345,9,786,microwave12,14,1,5,microwave,c,indoor,1,,c
42346,10,599,microwave08,18,-1,5,microwave,c,indoor,0,,c
42347,11,1435,lamp22,4,1,5,lamp,c,indoor,1,,c
42348,12,419,lamp07,19,-1,5,lamp,c,indoor,0,,c
42349,13,709,lamp05,21,-1,5,lamp,c,indoor,0,,c
42350,14,255,lamp02,24,-1,5,lamp,c,indoor,0,,c
42351,15,383,lamp12,14,-1,5,lamp,c,indoor,0,,c
42352,16,572,firealarm01,25,-1,5,firealarm,c,indoor,0,,c
42353,17,327,firealarm10,16,1,5,firealarm,c,indoor,1,,c
42354,18,500,firealarm11,15,1,5,firealarm,c,indoor,1,,c
42355,19,920,firealarm20,6,1,5,firealarm,c,indoor,1,,c
42356,20,213,firealarm04,22,-1,5,firealarm,c,indoor,0,,c
42357,21,885,candle02,24,1,5,candle,c,indoor,1,,c
42358,22,676,candle16,10,1,5,candle,c,indoor,1,,c
42359,23,237,candle06,20,-1,5,candle,c,indoor,0,,c
42360,24,1133,candle09,17,-1,5,candle,c,indoor,0,,c
42361,25,1403,candle23,3,-1,5,candle,c,indoor,0,,c
42362,26,972,vase02,24,-1,5,vase,c,indoor,0,,c
42363,27,1175,vase12,14,-1,5,vase,c,indoor,0,,c
42364,28,536,vase14,12,-1,5,vase,c,indoor,0,,c
42365,29,727,vase15,11,1,5,vase,c,indoor,1,,c
42366,30,1585,vase18,8,1,5,vase,c,indoor,1,,c
42367,31,510,kettle19,7,1,5,kettle,c,indoor,1,,c
42368,32,631,kettle04,22,-1,5,kettle,c,indoor,0,,c
42369,33,657,kettle10,16,-1,5,kettle,c,indoor,0,,c
42370,34,272,kettle13,13,-1,5,kettle,c,indoor,0,,c
42371,35,278,kettle21,5,1,5,kettle,c,indoor,1,,c
42372,36,260,dvdplayer09,17,-1,5,dvdplayer,c,indoor,0,,c
42373,37,374,dvdplayer03,23,-1,5,dvdplayer,c,indoor,0,,c
42374,38,1135,dvdplayer13,13,-1,5,dvdplayer,c,indoor,0,,c
42375,39,278,dvdplayer24,2,1,5,dvdplayer,c,indoor,1,,c
42376,40,1030,dvdplayer10,16,-1,5,dvdplayer,c,indoor,0,,c
42377,41,836,mouse20,6,1,5,mouse,c,indoor,1,,c
42378,42,691,mouse17,9,-1,5,mouse,c,indoor,0,,c
42379,43,46,mouse11,15,1,5,mouse,c,indoor,1,,c
42380,44,1455,mouse21,5,-1,5,mouse,c,indoor,0,,c
42381,45,852,mouse18,8,-1,5,mouse,c,indoor,0,,c
42382,46,930,pottedplant09,17,1,5,pottedplant,c,indoor,1,,c
42383,47,1390,pottedplant20,6,-1,5,pottedplant,c,indoor,0,,c
42384,48,247,pottedplant16,10,1,5,pottedplant,c,indoor,1,,c
42385,49,635,pottedplant02,24,-1,5,pottedplant,c,indoor,0,,c
42386,50,933,pottedplant12,14,1,5,pottedplant,c,indoor,1,,c
42387,51,822,pitchfork10,16,-1,5,pitchfork,c,outdoor,0,,c
42388,52,848,pitchfork25,1,1,5,pitchfork,c,outdoor,1,,c
42389,53,304,pitchfork08,18,1,5,pitchfork,c,outdoor,1,,c
42390,54,333,pitchfork21,5,1,5,pitchfork,c,outdoor,1,,c
42391,55,1409,pitchfork07,19,1,5,pitchfork,c,outdoor,1,,c
42392,56,844,bird18,8,1,5,bird,c,outdoor,1,,c
42393,57,411,bird17,9,-1,5,bird,c,outdoor,0,,c
42394,58,396,bird08,18,1,5,bird,c,outdoor,1,,c
42395,59,227,bird22,4,1,5,bird,c,outdoor,1,,c
42396,60,1,bird15,11,1,5,bird,c,outdoor,1,,c
42397,61,819,mailbox06,20,-1,5,mailbox,c,outdoor,0,,c
42398,62,769,mailbox07,19,1,5,mailbox,c,outdoor,1,,c
42399,63,398,mailbox04,22,-1,5,mailbox,c,outdoor,0,,c
42400,64,308,mailbox20,6,1,5,mailbox,c,outdoor,1,,c
42401,65,1411,mailbox12,14,1,5,mailbox,c,outdoor,1,,c
42402,66,212,frog19,7,-1,5,frog,c,outdoor,0,,c
42403,67,237,frog25,1,1,5,frog,c,outdoor,1,,c
42404,68,499,frog03,23,-1,5,frog,c,outdoor,0,,c
42405,69,825,frog08,18,-1,5,frog,c,outdoor,0,,c
42406,70,27,frog14,12,1,5,frog,c,outdoor,1,,c
42407,71,444,cactus11,15,1,5,cactus,c,outdoor,1,,c
42408,72,1005,cactus23,3,-1,5,cactus,c,outdoor,0,,c
42409,73,363,cactus05,21,-1,5,cactus,c,outdoor,0,,c
42410,74,1125,cactus13,13,-1,5,cactus,c,outdoor,0,,c
42411,75,338,cactus02,24,-1,5,cactus,c,outdoor,0,,c
42412,76,1672,bottle16,10,1,5,bottle,c,outdoor,1,,c
42413,77,234,bottle04,22,-1,5,bottle,c,outdoor,0,,c
42414,78,1365,bottle12,14,-1,5,bottle,c,outdoor,0,,c
42415,79,320,bottle05,21,-1,5,bottle,c,outdoor,0,,c
42416,80,799,bottle14,12,1,5,bottle,c,outdoor,1,,c
42417,81,1788,ashtray24,2,1,5,ashtray,c,outdoor,1,,c
42418,82,404,ashtray21,5,1,5,ashtray,c,outdoor,1,,c
42419,83,268,ashtray11,15,-1,5,ashtray,c,outdoor,0,,c
42420,84,486,ashtray08,18,1,5,ashtray,c,outdoor,1,,c
42421,85,1121,ashtray12,14,-1,5,ashtray,c,outdoor,0,,c
42422,86,488,mug19,7,-1,5,mug,c,outdoor,0,,c
42423,87,905,mug06,20,-1,5,mug,c,outdoor,0,,c
42424,88,218,mug03,23,1,5,mug,c,outdoor,1,,c
42425,89,882,mug16,10,-1,5,mug,c,outdoor,0,,c
42426,90,322,mug08,18,-1,5,mug,c,outdoor,0,,c
42427,91,964,axe22,4,-1,5,axe,c,outdoor,0,,c
42428,92,257,axe20,6,1,5,axe,c,outdoor,1,,c
42429,93,595,axe01,25,-1,5,axe,c,outdoor,0,,c
42430,94,658,axe17,9,-1,5,axe,c,outdoor,0,,c
42431,95,338,axe02,24,-1,5,axe,c,outdoor,0,,c
42432,96,277,package11,15,-1,5,package,c,outdoor,0,,c
42433,97,397,package06,20,1,5,package,c,outdoor,1,,c
42434,98,298,package18,8,1,5,package,c,outdoor,1,,c
42435,99,409,package04,22,1,5,package,c,outdoor,1,,c
42436,100,564,package03,23,1,5,package,c,outdoor,1,,c
42437,1,479,soap20,6,-1,5,soap,c,indoor,0,,c
42438,2,1243,soap21,5,1,5,soap,c,indoor,1,,c
